Category,Country,Year Month,Index (2015 = 100),code
Books,North Macedonia,2010M07,105.41,23
Books,North Macedonia,2010M08,105.41,23
Books,North Macedonia,2010M09,105.35,23
Books,North Macedonia,2010M10,105.33,23
Books,North Macedonia,2010M11,105.32,23
Books,North Macedonia,2010M12,105.32,23
Books,North Macedonia,2011M01,105.23,23
Books,North Macedonia,2011M02,105.23,23
Books,North Macedonia,2011M03,104.97,23
Books,North Macedonia,2011M04,104.85,23
Books,North Macedonia,2011M05,104.82,23
Books,North Macedonia,2011M06,104.82,23
Books,North Macedonia,2011M07,104.7,23
Books,North Macedonia,2011M08,104.62,23
Books,North Macedonia,2011M09,104.6,23
Books,North Macedonia,2011M10,104.6,23
Books,North Macedonia,2011M11,104.6,23
Books,North Macedonia,2011M12,104.47,23
Books,North Macedonia,2012M01,104.74,23
Books,North Macedonia,2012M02,104.74,23
Books,North Macedonia,2012M03,105.34,23
Books,North Macedonia,2012M04,105.01,23
Books,North Macedonia,2012M05,105.08,23
Books,North Macedonia,2012M06,105.08,23
Books,North Macedonia,2012M07,105.08,23
Books,North Macedonia,2012M08,105.08,23
Books,North Macedonia,2012M09,105.08,23
Books,North Macedonia,2012M10,105.08,23
Books,North Macedonia,2012M11,105.08,23
Books,North Macedonia,2012M12,105.08,23
Books,North Macedonia,2013M01,108.85,23
Books,North Macedonia,2013M02,105.96,23
Books,North Macedonia,2013M03,105.96,23
Books,North Macedonia,2013M04,104.16,23
Books,North Macedonia,2013M05,104.16,23
Books,North Macedonia,2013M06,104.16,23
Books,North Macedonia,2013M07,104.16,23
Books,North Macedonia,2013M08,104.16,23
Books,North Macedonia,2013M09,104.16,23
Books,North Macedonia,2013M10,103.12,23
Books,North Macedonia,2013M11,103.12,23
Books,North Macedonia,2013M12,103.06,23
Books,North Macedonia,2014M01,103.06,23
Books,North Macedonia,2014M02,103.09,23
Books,North Macedonia,2014M03,103.09,23
Books,North Macedonia,2014M04,103.09,23
Books,North Macedonia,2014M05,103.09,23
Books,North Macedonia,2014M06,103.4,23
Books,North Macedonia,2014M07,103.4,23
Books,North Macedonia,2014M08,100.66,23
Books,North Macedonia,2014M09,99.43,23
Books,North Macedonia,2014M10,99.43,23
Books,North Macedonia,2014M11,99.43,23
Books,North Macedonia,2014M12,98.55,23
Books,North Macedonia,2015M01,98.63,23
Books,North Macedonia,2015M02,98.63,23
Books,North Macedonia,2015M03,98.63,23
Books,North Macedonia,2015M04,98.71,23
Books,North Macedonia,2015M05,101.64,23
Books,North Macedonia,2015M06,101.64,23
Books,North Macedonia,2015M07,101.32,23
Books,North Macedonia,2015M08,101.32,23
Books,North Macedonia,2015M09,99.87,23
Books,North Macedonia,2015M10,99.87,23
Books,North Macedonia,2015M11,99.87,23
Books,North Macedonia,2015M12,99.87,23
Books,North Macedonia,2016M01,99.87,23
Books,North Macedonia,2016M02,100.07,23
Books,North Macedonia,2016M03,101.16,23
Books,North Macedonia,2016M04,101.16,23
Books,North Macedonia,2016M05,101.34,23
Books,North Macedonia,2016M06,102.26,23
Books,North Macedonia,2016M07,102.26,23
Books,North Macedonia,2016M08,102.92,23
Books,North Macedonia,2016M09,103.92,23
Books,North Macedonia,2016M10,103.92,23
Books,North Macedonia,2016M11,103.59,23
Books,North Macedonia,2016M12,103.56,23
Books,North Macedonia,2017M01,103.37,23
Books,North Macedonia,2017M02,117.49,23
Books,North Macedonia,2017M03,117.95,23
Books,North Macedonia,2017M04,117.95,23
Books,North Macedonia,2017M05,117.95,23
Books,North Macedonia,2017M06,117.95,23
Books,North Macedonia,2017M07,117.95,23
Books,North Macedonia,2017M08,117.95,23
Books,North Macedonia,2017M09,117.95,23
Books,North Macedonia,2017M10,116.45,23
Books,North Macedonia,2017M11,117.06,23
Books,North Macedonia,2017M12,117.06,23
Books,North Macedonia,2018M01,117.06,23
Books,North Macedonia,2018M02,117.06,23
Books,North Macedonia,2018M03,116.06,23
Books,North Macedonia,2018M04,116.12,23
Books,North Macedonia,2018M05,116.25,23
Books,North Macedonia,2018M06,113.0,23
Books,North Macedonia,2018M07,112.93,23
Books,North Macedonia,2018M08,112.95,23
Books,North Macedonia,2018M09,113.1,23
Books,North Macedonia,2018M10,113.1,23
Books,North Macedonia,2018M11,113.1,23
Books,North Macedonia,2018M12,112.19,23
Books,North Macedonia,2019M01,108.55,23
Books,North Macedonia,2019M02,110.77,23
Books,North Macedonia,2019M03,110.58,23
Books,North Macedonia,2019M04,109.31,23
Books,North Macedonia,2019M05,110.08,23
Books,North Macedonia,2019M06,110.08,23
Books,North Macedonia,2019M07,109.03,23
Books,North Macedonia,2019M08,109.08,23
Books,North Macedonia,2019M09,108.81,23
Books,North Macedonia,2019M10,108.81,23
Books,North Macedonia,2019M11,108.15,23
Books,North Macedonia,2019M12,107.68,23
Books,North Macedonia,2020M01,107.64,23
Books,North Macedonia,2020M02,107.64,23
Books,North Macedonia,2020M03,107.64,23
Books,North Macedonia,2020M04,107.64,23
Books,North Macedonia,2020M05,107.57,23
Books,North Macedonia,2020M06,107.57,23
Books,North Macedonia,2020M07,108.83,23
Books,North Macedonia,2020M08,108.83,23
Books,Norway,2000M01,94.7,24
Books,Norway,2000M02,95.0,24
Books,Norway,2000M03,96.3,24
Books,Norway,2000M04,96.3,24
Books,Norway,2000M05,97.3,24
Books,Norway,2000M06,97.2,24
Books,Norway,2000M07,97.2,24
Books,Norway,2000M08,96.5,24
Books,Norway,2000M09,96.5,24
Books,Norway,2000M10,96.4,24
Books,Norway,2000M11,95.9,24
Books,Norway,2000M12,95.6,24
Books,Norway,2001M01,97.6,24
Books,Norway,2001M02,98.9,24
Books,Norway,2001M03,98.4,24
Books,Norway,2001M04,98.6,24
Books,Norway,2001M05,98.3,24
Books,Norway,2001M06,97.5,24
Books,Norway,2001M07,97.8,24
Books,Norway,2001M08,97.7,24
Books,Norway,2001M09,97.9,24
Books,Norway,2001M10,97.7,24
Books,Norway,2001M11,98.1,24
Books,Norway,2001M12,98.0,24
Books,Norway,2002M01,101.1,24
Books,Norway,2002M02,102.2,24
Books,Norway,2002M03,102.3,24
Books,Norway,2002M04,102.6,24
Books,Norway,2002M05,102.9,24
Books,Norway,2002M06,102.4,24
Books,Norway,2002M07,102.8,24
Books,Norway,2002M08,102.8,24
Books,Norway,2002M09,103.2,24
Books,Norway,2002M10,104.0,24
Books,Norway,2002M11,103.7,24
Books,Norway,2002M12,104.0,24
Books,Norway,2003M01,108.6,24
Books,Norway,2003M02,109.8,24
Books,Norway,2003M03,110.0,24
Books,Norway,2003M04,112.5,24
Books,Norway,2003M05,112.7,24
Books,Norway,2003M06,113.3,24
Books,Norway,2003M07,113.4,24
Books,Norway,2003M08,110.7,24
Books,Norway,2003M09,112.0,24
Books,Norway,2003M10,112.6,24
Books,Norway,2003M11,112.8,24
Books,Norway,2003M12,113.4,24
Books,Norway,2004M01,114.4,24
Books,Norway,2004M02,113.6,24
Books,Norway,2004M03,114.1,24
Books,Norway,2004M04,114.8,24
Books,Norway,2004M05,114.5,24
Books,Norway,2004M06,115.1,24
Books,Norway,2004M07,115.0,24
Books,Norway,2004M08,115.1,24
Books,Norway,2004M09,115.2,24
Books,Norway,2004M10,114.1,24
Books,Norway,2004M11,113.9,24
Books,Norway,2004M12,113.8,24
Books,Norway,2005M01,115.1,24
Books,Norway,2005M02,115.0,24
Books,Norway,2005M03,115.7,24
Books,Norway,2005M04,114.9,24
Books,Norway,2005M05,115.0,24
Books,Norway,2005M06,115.1,24
Books,Norway,2005M07,115.5,24
Books,Norway,2005M08,115.4,24
Books,Norway,2005M09,115.1,24
Books,Norway,2005M10,115.3,24
Books,Norway,2005M11,115.5,24
Books,Norway,2005M12,115.2,24
Books,Norway,2006M01,116.1,24
Books,Norway,2006M02,116.1,24
Books,Norway,2006M03,117.6,24
Books,Norway,2006M04,118.6,24
Books,Norway,2006M05,117.4,24
Books,Norway,2006M06,117.4,24
Books,Norway,2006M07,117.5,24
Books,Norway,2006M08,117.5,24
Books,Norway,2006M09,116.9,24
Books,Norway,2006M10,117.2,24
Books,Norway,2006M11,117.3,24
Books,Norway,2006M12,117.3,24
Books,Norway,2007M01,117.7,24
Books,Norway,2007M02,117.5,24
Books,Norway,2007M03,117.7,24
Books,Norway,2007M04,117.9,24
Books,Norway,2007M05,118.1,24
Books,Norway,2007M06,118.4,24
Books,Norway,2007M07,118.4,24
Books,Norway,2007M08,117.9,24
Books,Norway,2007M09,118.0,24
Books,Norway,2007M10,117.9,24
Books,Norway,2007M11,117.6,24
Books,Norway,2007M12,117.6,24
Books,Norway,2008M01,101.2,24
Books,Norway,2008M02,100.5,24
Books,Norway,2008M03,83.5,24
Books,Norway,2008M04,98.7,24
Books,Norway,2008M05,94.1,24
Books,Norway,2008M06,97.4,24
Books,Norway,2008M07,97.3,24
Books,Norway,2008M08,97.5,24
Books,Norway,2008M09,110.7,24
Books,Norway,2008M10,104.1,24
Books,Norway,2008M11,108.8,24
Books,Norway,2008M12,115.5,24
Books,Norway,2009M01,103.1,24
Books,Norway,2009M02,100.5,24
Books,Norway,2009M03,81.9,24
Books,Norway,2009M04,96.1,24
Books,Norway,2009M05,94.0,24
Books,Norway,2009M06,95.0,24
Books,Norway,2009M07,97.8,24
Books,Norway,2009M08,95.7,24
Books,Norway,2009M09,107.9,24
Books,Norway,2009M10,108.9,24
Books,Norway,2009M11,111.2,24
Books,Norway,2009M12,119.2,24
Books,Norway,2010M01,113.7,24
Books,Norway,2010M02,109.4,24
Books,Norway,2010M03,84.7,24
Books,Norway,2010M04,107.0,24
Books,Norway,2010M05,99.2,24
Books,Norway,2010M06,104.8,24
Books,Norway,2010M07,97.5,24
Books,Norway,2010M08,100.6,24
Books,Norway,2010M09,99.1,24
Books,Norway,2010M10,97.0,24
Books,Norway,2010M11,98.2,24
Books,Norway,2010M12,113.7,24
Books,Norway,2011M01,102.2,24
Books,Norway,2011M02,84.6,24
Books,Norway,2011M03,85.8,24
Books,Norway,2011M04,102.2,24
Books,Norway,2011M05,97.6,24
Books,Norway,2011M06,95.3,24
Books,Norway,2011M07,98.6,24
Books,Norway,2011M08,96.9,24
Books,Norway,2011M09,97.7,24
Books,Norway,2011M10,92.0,24
Books,Norway,2011M11,107.1,24
Books,Norway,2011M12,114.3,24
Books,Norway,2012M01,105.0,24
Books,Norway,2012M02,99.0,24
Books,Norway,2012M03,87.2,24
Books,Norway,2012M04,101.4,24
Books,Norway,2012M05,91.7,24
Books,Norway,2012M06,99.0,24
Books,Norway,2012M07,96.1,24
Books,Norway,2012M08,105.7,24
Books,Norway,2012M09,98.1,24
Books,Norway,2012M10,101.4,24
Books,Norway,2012M11,108.8,24
Books,Norway,2012M12,113.2,24
Books,Norway,2013M01,104.6,24
Books,Norway,2013M02,80.0,24
Books,Norway,2013M03,80.4,24
Books,Norway,2013M04,95.3,24
Books,Norway,2013M05,92.6,24
Books,Norway,2013M06,98.5,24
Books,Norway,2013M07,96.2,24
Books,Norway,2013M08,107.3,24
Books,Norway,2013M09,98.0,24
Books,Norway,2013M10,92.5,24
Books,Norway,2013M11,101.2,24
Books,Norway,2013M12,110.6,24
Books,Norway,2014M01,97.9,24
Books,Norway,2014M02,84.2,24
Books,Norway,2014M03,82.6,24
Books,Norway,2014M04,97.7,24
Books,Norway,2014M05,88.5,24
Books,Norway,2014M06,90.8,24
Books,Norway,2014M07,95.8,24
Books,Norway,2014M08,98.0,24
Books,Norway,2014M09,97.3,24
Books,Norway,2014M10,97.2,24
Books,Norway,2014M11,106.4,24
Books,Norway,2014M12,112.0,24
Books,Norway,2015M01,100.5,24
Books,Norway,2015M02,85.2,24
Books,Norway,2015M03,90.9,24
Books,Norway,2015M04,101.7,24
Books,Norway,2015M05,91.8,24
Books,Norway,2015M06,97.4,24
Books,Norway,2015M07,96.9,24
Books,Norway,2015M08,102.0,24
Books,Norway,2015M09,102.4,24
Books,Norway,2015M10,105.7,24
Books,Norway,2015M11,109.1,24
Books,Norway,2015M12,116.4,24
Books,Norway,2016M01,105.8,24
Books,Norway,2016M02,83.5,24
Books,Norway,2016M03,98.1,24
Books,Norway,2016M04,100.4,24
Books,Norway,2016M05,88.9,24
Books,Norway,2016M06,97.4,24
Books,Norway,2016M07,96.5,24
Books,Norway,2016M08,102.7,24
Books,Norway,2016M09,105.7,24
Books,Norway,2016M10,108.2,24
Books,Norway,2016M11,112.4,24
Books,Norway,2016M12,120.1,24
Books,Norway,2017M01,105.1,24
Books,Norway,2017M02,106.2,24
Books,Norway,2017M03,86.5,24
Books,Norway,2017M04,96.3,24
Books,Norway,2017M05,91.0,24
Books,Norway,2017M06,99.8,24
Books,Norway,2017M07,97.4,24
Books,Norway,2017M08,104.1,24
Books,Norway,2017M09,101.9,24
Books,Norway,2017M10,107.3,24
Books,Norway,2017M11,111.4,24
Books,Norway,2017M12,120.5,24
Books,Norway,2018M01,106.9,24
Books,Norway,2018M02,89.9,24
Books,Norway,2018M03,98.1,24
Books,Norway,2018M04,103.4,24
Books,Norway,2018M05,90.2,24
Books,Norway,2018M06,100.1,24
Books,Norway,2018M07,97.1,24
Books,Norway,2018M08,112.4,24
Books,Norway,2018M09,112.8,24
Books,Norway,2018M10,113.7,24
Books,Norway,2018M11,114.3,24
Books,Norway,2018M12,121.7,24
Books,Norway,2019M01,104.0,24
Books,Norway,2019M02,103.8,24
Books,Norway,2019M03,89.5,24
Books,Norway,2019M04,100.1,24
Books,Norway,2019M05,94.0,24
Books,Norway,2019M06,99.8,24
Books,Norway,2019M07,100.8,24
Books,Norway,2019M08,111.1,24
Books,Norway,2019M09,115.1,24
Books,Norway,2019M10,110.3,24
Books,Norway,2019M11,119.8,24
Books,Norway,2019M12,121.2,24
Books,Norway,2020M01,114.7,24
Books,Norway,2020M02,108.5,24
Books,Norway,2020M03,87.9,24
Books,Norway,2020M04,107.0,24
Books,Norway,2020M05,95.2,24
Books,Norway,2020M06,103.2,24
Books,Norway,2020M07,103.2,24
Books,Norway,2020M08,117.7,24
Books,Poland,2000M01,64.6,25
Books,Poland,2000M02,64.7,25
Books,Poland,2000M03,64.7,25
Books,Poland,2000M04,64.8,25
Books,Poland,2000M05,64.9,25
Books,Poland,2000M06,65.3,25
Books,Poland,2000M07,66.0,25
Books,Poland,2000M08,68.6,25
Books,Poland,2000M09,70.1,25
Books,Poland,2000M10,70.3,25
Books,Poland,2000M11,70.4,25
Books,Poland,2000M12,70.4,25
Books,Poland,2001M01,70.7,25
Books,Poland,2001M02,70.8,25
Books,Poland,2001M03,70.8,25
Books,Poland,2001M04,70.9,25
Books,Poland,2001M05,71.0,25
Books,Poland,2001M06,71.2,25
Books,Poland,2001M07,72.3,25
Books,Poland,2001M08,72.8,25
Books,Poland,2001M09,72.7,25
Books,Poland,2001M10,73.2,25
Books,Poland,2001M11,73.2,25
Books,Poland,2001M12,73.3,25
Books,Poland,2002M01,73.8,25
Books,Poland,2002M02,73.8,25
Books,Poland,2002M03,73.8,25
Books,Poland,2002M04,73.9,25
Books,Poland,2002M05,74.0,25
Books,Poland,2002M06,74.0,25
Books,Poland,2002M07,74.4,25
Books,Poland,2002M08,74.8,25
Books,Poland,2002M09,75.0,25
Books,Poland,2002M10,75.0,25
Books,Poland,2002M11,75.1,25
Books,Poland,2002M12,75.1,25
Books,Poland,2003M01,75.3,25
Books,Poland,2003M02,75.3,25
Books,Poland,2003M03,75.4,25
Books,Poland,2003M04,75.4,25
Books,Poland,2003M05,75.4,25
Books,Poland,2003M06,74.4,25
Books,Poland,2003M07,74.5,25
Books,Poland,2003M08,74.6,25
Books,Poland,2003M09,76.2,25
Books,Poland,2003M10,76.3,25
Books,Poland,2003M11,76.3,25
Books,Poland,2003M12,76.3,25
Books,Poland,2004M01,76.3,25
Books,Poland,2004M02,76.3,25
Books,Poland,2004M03,76.3,25
Books,Poland,2004M04,76.2,25
Books,Poland,2004M05,76.1,25
Books,Poland,2004M06,76.2,25
Books,Poland,2004M07,76.2,25
Books,Poland,2004M08,76.4,25
Books,Poland,2004M09,76.6,25
Books,Poland,2004M10,76.6,25
Books,Poland,2004M11,76.5,25
Books,Poland,2004M12,76.5,25
Books,Poland,2005M01,76.7,25
Books,Poland,2005M02,76.6,25
Books,Poland,2005M03,76.7,25
Books,Poland,2005M04,76.8,25
Books,Poland,2005M05,76.8,25
Books,Poland,2005M06,76.9,25
Books,Poland,2005M07,77.5,25
Books,Poland,2005M08,78.1,25
Books,Poland,2005M09,78.3,25
Books,Poland,2005M10,78.4,25
Books,Poland,2005M11,78.4,25
Books,Poland,2005M12,78.4,25
Books,Poland,2006M01,78.9,25
Books,Poland,2006M02,78.9,25
Books,Poland,2006M03,78.8,25
Books,Poland,2006M04,78.9,25
Books,Poland,2006M05,78.9,25
Books,Poland,2006M06,77.9,25
Books,Poland,2006M07,78.0,25
Books,Poland,2006M08,78.5,25
Books,Poland,2006M09,78.7,25
Books,Poland,2006M10,80.0,25
Books,Poland,2006M11,80.0,25
Books,Poland,2006M12,80.0,25
Books,Poland,2007M01,80.2,25
Books,Poland,2007M02,80.2,25
Books,Poland,2007M03,80.4,25
Books,Poland,2007M04,79.2,25
Books,Poland,2007M05,80.6,25
Books,Poland,2007M06,80.7,25
Books,Poland,2007M07,81.0,25
Books,Poland,2007M08,81.3,25
Books,Poland,2007M09,81.5,25
Books,Poland,2007M10,81.7,25
Books,Poland,2007M11,81.7,25
Books,Poland,2007M12,81.8,25
Books,Poland,2008M01,81.9,25
Books,Poland,2008M02,81.6,25
Books,Poland,2008M03,82.3,25
Books,Poland,2008M04,82.3,25
Books,Poland,2008M05,82.2,25
Books,Poland,2008M06,83.2,25
Books,Poland,2008M07,83.7,25
Books,Poland,2008M08,84.3,25
Books,Poland,2008M09,84.6,25
Books,Poland,2008M10,84.4,25
Books,Poland,2008M11,84.5,25
Books,Poland,2008M12,84.6,25
Books,Poland,2009M01,84.3,25
Books,Poland,2009M02,84.3,25
Books,Poland,2009M03,84.0,25
Books,Poland,2009M04,84.7,25
Books,Poland,2009M05,84.2,25
Books,Poland,2009M06,84.5,25
Books,Poland,2009M07,85.2,25
Books,Poland,2009M08,86.4,25
Books,Poland,2009M09,86.6,25
Books,Poland,2009M10,86.1,25
Books,Poland,2009M11,87.0,25
Books,Poland,2009M12,86.9,25
Books,Poland,2010M01,86.7,25
Books,Poland,2010M02,86.6,25
Books,Poland,2010M03,86.8,25
Books,Poland,2010M04,86.9,25
Books,Poland,2010M05,87.2,25
Books,Poland,2010M06,88.5,25
Books,Poland,2010M07,88.2,25
Books,Poland,2010M08,88.6,25
Books,Poland,2010M09,89.0,25
Books,Poland,2010M10,90.0,25
Books,Poland,2010M11,89.7,25
Books,Poland,2010M12,90.2,25
Books,Poland,2011M01,90.2,25
Books,Poland,2011M02,90.1,25
Books,Poland,2011M03,90.1,25
Books,Poland,2011M04,90.6,25
Books,Poland,2011M05,90.7,25
Books,Poland,2011M06,91.4,25
Books,Poland,2011M07,92.6,25
Books,Poland,2011M08,93.4,25
Books,Poland,2011M09,93.6,25
Books,Poland,2011M10,93.9,25
Books,Poland,2011M11,93.6,25
Books,Poland,2011M12,93.7,25
Books,Poland,2012M01,94.3,25
Books,Poland,2012M02,95.7,25
Books,Poland,2012M03,95.6,25
Books,Poland,2012M04,95.7,25
Books,Poland,2012M05,95.8,25
Books,Poland,2012M06,95.9,25
Books,Poland,2012M07,97.1,25
Books,Poland,2012M08,97.9,25
Books,Poland,2012M09,97.9,25
Books,Poland,2012M10,98.4,25
Books,Poland,2012M11,97.8,25
Books,Poland,2012M12,98.0,25
Books,Poland,2013M01,97.6,25
Books,Poland,2013M02,98.5,25
Books,Poland,2013M03,98.4,25
Books,Poland,2013M04,98.4,25
Books,Poland,2013M05,98.6,25
Books,Poland,2013M06,98.6,25
Books,Poland,2013M07,99.2,25
Books,Poland,2013M08,99.4,25
Books,Poland,2013M09,100.1,25
Books,Poland,2013M10,100.1,25
Books,Poland,2013M11,99.5,25
Books,Poland,2013M12,99.5,25
Books,Poland,2014M01,100.4,25
Books,Poland,2014M02,100.3,25
Books,Poland,2014M03,100.1,25
Books,Poland,2014M04,99.9,25
Books,Poland,2014M05,100.2,25
Books,Poland,2014M06,100.8,25
Books,Poland,2014M07,101.3,25
Books,Poland,2014M08,102.2,25
Books,Poland,2014M09,103.1,25
Books,Poland,2014M10,103.1,25
Books,Poland,2014M11,102.9,25
Books,Poland,2014M12,102.9,25
Books,Poland,2015M01,103.1,25
Books,Poland,2015M02,103.7,25
Books,Poland,2015M03,103.7,25
Books,Poland,2015M04,103.7,25
Books,Poland,2015M05,103.8,25
Books,Poland,2015M06,103.8,25
Books,Poland,2015M07,103.5,25
Books,Poland,2015M08,103.5,25
Books,Poland,2015M09,93.1,25
Books,Poland,2015M10,92.2,25
Books,Poland,2015M11,92.4,25
Books,Poland,2015M12,93.5,25
Books,Poland,2016M01,93.7,25
Books,Poland,2016M02,92.9,25
Books,Poland,2016M03,93.1,25
Books,Poland,2016M04,93.3,25
Books,Poland,2016M05,90.5,25
Books,Poland,2016M06,93.1,25
Books,Poland,2016M07,93.3,25
Books,Poland,2016M08,94.1,25
Books,Poland,2016M09,83.9,25
Books,Poland,2016M10,84.5,25
Books,Poland,2016M11,84.5,25
Books,Poland,2016M12,84.2,25
Books,Poland,2017M01,85.2,25
Books,Poland,2017M02,86.4,25
Books,Poland,2017M03,85.0,25
Books,Poland,2017M04,85.2,25
Books,Poland,2017M05,85.9,25
Books,Poland,2017M06,87.6,25
Books,Poland,2017M07,86.4,25
Books,Poland,2017M08,83.0,25
Books,Poland,2017M09,77.6,25
Books,Poland,2017M10,77.9,25
Books,Poland,2017M11,79.6,25
Books,Poland,2017M12,79.7,25
Books,Poland,2018M01,78.5,25
Books,Poland,2018M02,80.2,25
Books,Poland,2018M03,79.3,25
Books,Poland,2018M04,79.2,25
Books,Poland,2018M05,80.3,25
Books,Poland,2018M06,80.4,25
Books,Poland,2018M07,80.2,25
Books,Poland,2018M08,79.3,25
Books,Poland,2018M09,80.8,25
Books,Poland,2018M10,80.3,25
Books,Poland,2018M11,80.3,25
Books,Poland,2018M12,81.6,25
Books,Poland,2019M01,80.4,25
Books,Poland,2019M02,80.3,25
Books,Poland,2019M03,80.7,25
Books,Poland,2019M04,80.3,25
Books,Poland,2019M05,80.1,25
Books,Poland,2019M06,79.5,25
Books,Poland,2019M07,81.4,25
Books,Poland,2019M08,80.4,25
Books,Poland,2019M09,85.0,25
Books,Poland,2019M10,85.4,25
Books,Poland,2019M11,87.2,25
Books,Poland,2019M12,88.0,25
Books,Poland,2020M01,84.9,25
Books,Poland,2020M02,83.4,25
Books,Poland,2020M03,84.4,25
Books,Poland,2020M04,80.0,25
Books,Poland,2020M05,81.8,25
Books,Poland,2020M06,83.1,25
Books,Poland,2020M07,83.7,25
Books,Poland,2020M08,83.2,25
Books,Portugal,2000M01,59.78,26
Books,Portugal,2000M02,59.78,26
Books,Portugal,2000M03,59.83,26
Books,Portugal,2000M04,59.83,26
Books,Portugal,2000M05,59.89,26
Books,Portugal,2000M06,59.95,26
Books,Portugal,2000M07,60.06,26
Books,Portugal,2000M08,60.06,26
Books,Portugal,2000M09,60.06,26
Books,Portugal,2000M10,64.1,26
Books,Portugal,2000M11,64.1,26
Books,Portugal,2000M12,64.16,26
Books,Portugal,2001M01,64.16,26
Books,Portugal,2001M02,64.29,26
Books,Portugal,2001M03,64.36,26
Books,Portugal,2001M04,64.59,26
Books,Portugal,2001M05,64.7,26
Books,Portugal,2001M06,64.77,26
Books,Portugal,2001M07,64.77,26
Books,Portugal,2001M08,64.76,26
Books,Portugal,2001M09,64.77,26
Books,Portugal,2001M10,65.86,26
Books,Portugal,2001M11,65.8,26
Books,Portugal,2001M12,65.86,26
Books,Portugal,2002M01,66.04,26
Books,Portugal,2002M02,66.17,26
Books,Portugal,2002M03,66.39,26
Books,Portugal,2002M04,66.49,26
Books,Portugal,2002M05,66.54,26
Books,Portugal,2002M06,66.6,26
Books,Portugal,2002M07,66.62,26
Books,Portugal,2002M08,66.69,26
Books,Portugal,2002M09,66.8,26
Books,Portugal,2002M10,69.16,26
Books,Portugal,2002M11,69.27,26
Books,Portugal,2002M12,69.34,26
Books,Portugal,2003M01,69.34,26
Books,Portugal,2003M02,69.38,26
Books,Portugal,2003M03,69.46,26
Books,Portugal,2003M04,69.54,26
Books,Portugal,2003M05,69.6,26
Books,Portugal,2003M06,69.62,26
Books,Portugal,2003M07,69.63,26
Books,Portugal,2003M08,69.65,26
Books,Portugal,2003M09,72.17,26
Books,Portugal,2003M10,72.21,26
Books,Portugal,2003M11,72.26,26
Books,Portugal,2003M12,72.28,26
Books,Portugal,2004M01,72.28,26
Books,Portugal,2004M02,72.32,26
Books,Portugal,2004M03,72.29,26
Books,Portugal,2004M04,72.31,26
Books,Portugal,2004M05,72.39,26
Books,Portugal,2004M06,72.41,26
Books,Portugal,2004M07,72.45,26
Books,Portugal,2004M08,72.56,26
Books,Portugal,2004M09,81.15,26
Books,Portugal,2004M10,81.2,26
Books,Portugal,2004M11,81.17,26
Books,Portugal,2004M12,81.2,26
Books,Portugal,2005M01,81.25,26
Books,Portugal,2005M02,81.27,26
Books,Portugal,2005M03,81.26,26
Books,Portugal,2005M04,81.29,26
Books,Portugal,2005M05,81.3,26
Books,Portugal,2005M06,81.35,26
Books,Portugal,2005M07,81.32,26
Books,Portugal,2005M08,81.39,26
Books,Portugal,2005M09,84.12,26
Books,Portugal,2005M10,84.2,26
Books,Portugal,2005M11,84.22,26
Books,Portugal,2005M12,84.26,26
Books,Portugal,2006M01,84.26,26
Books,Portugal,2006M02,84.28,26
Books,Portugal,2006M03,84.33,26
Books,Portugal,2006M04,84.33,26
Books,Portugal,2006M05,84.35,26
Books,Portugal,2006M06,84.28,26
Books,Portugal,2006M07,84.25,26
Books,Portugal,2006M08,84.24,26
Books,Portugal,2006M09,86.16,26
Books,Portugal,2006M10,86.16,26
Books,Portugal,2006M11,86.13,26
Books,Portugal,2006M12,86.14,26
Books,Portugal,2007M01,86.2,26
Books,Portugal,2007M02,86.21,26
Books,Portugal,2007M03,86.26,26
Books,Portugal,2007M04,86.26,26
Books,Portugal,2007M05,86.28,26
Books,Portugal,2007M06,86.28,26
Books,Portugal,2007M07,86.29,26
Books,Portugal,2007M08,86.27,26
Books,Portugal,2007M09,88.8,26
Books,Portugal,2007M10,88.81,26
Books,Portugal,2007M11,88.78,26
Books,Portugal,2007M12,88.77,26
Books,Portugal,2008M01,88.77,26
Books,Portugal,2008M02,88.83,26
Books,Portugal,2008M03,88.87,26
Books,Portugal,2008M04,88.88,26
Books,Portugal,2008M05,88.83,26
Books,Portugal,2008M06,88.81,26
Books,Portugal,2008M07,88.81,26
Books,Portugal,2008M08,88.8,26
Books,Portugal,2008M09,92.86,26
Books,Portugal,2008M10,92.9,26
Books,Portugal,2008M11,92.94,26
Books,Portugal,2008M12,92.95,26
Books,Portugal,2009M01,91.61,26
Books,Portugal,2009M02,91.33,26
Books,Portugal,2009M03,90.21,26
Books,Portugal,2009M04,90.58,26
Books,Portugal,2009M05,90.85,26
Books,Portugal,2009M06,91.15,26
Books,Portugal,2009M07,91.0,26
Books,Portugal,2009M08,90.88,26
Books,Portugal,2009M09,93.6,26
Books,Portugal,2009M10,93.58,26
Books,Portugal,2009M11,94.52,26
Books,Portugal,2009M12,94.58,26
Books,Portugal,2010M01,94.97,26
Books,Portugal,2010M02,94.32,26
Books,Portugal,2010M03,94.24,26
Books,Portugal,2010M04,92.84,26
Books,Portugal,2010M05,92.31,26
Books,Portugal,2010M06,92.78,26
Books,Portugal,2010M07,92.7,26
Books,Portugal,2010M08,92.79,26
Books,Portugal,2010M09,95.56,26
Books,Portugal,2010M10,95.37,26
